Country,Month,Year, Day/month/year, Average Policy Change, Standard Deviation
Netherlands,October,2009,1/10/2009,0.00657334084538, 0.0152188114679
New Zealand,October,2009,1/10/2009,-0.000479607567272, 0.00218927784961
Turkey,October,2009,1/10/2009,-0.00457151083013, 0.0195785541831
Hungary,October,2009,1/10/2009,0.000339087444515, 0.0145316295765
France,October,2009,1/10/2009,0.0130441539405, 0.0226700817033
Slovakia,October,2009,1/10/2009,7.17013787542e-05, 0.00259187915874
Norway,October,2009,1/10/2009,-0.000798815322589, 0.0215901782227
USA (EOIR),October,2009,1/10/2009,0.00450295167784, 0.0304257315439
Finland,October,2009,1/10/2009,-0.000744674400476, 0.0110403339415
Liechtenstein,October,2009,1/10/2009,0.00486840117906, 0.0133525514702
Australia,October,2009,1/10/2009,0.0109341366451, 0.031113838178
Bulgaria,October,2009,1/10/2009,0.000689924498036, 0.00232145013613
Romania,October,2009,1/10/2009,-0.00255121810457, 0.00512827230329
Czech Rep.,October,2009,1/10/2009,-0.000697161524045, 0.00411553719728
Portugal,October,2009,1/10/2009,0.000775861318481, 0.00245509230896
Cyprus,October,2009,1/10/2009,-0.000618731516861, 0.0153354090306
Sweden,October,2009,1/10/2009,0.00692125871069, 0.0284154081943
Austria,October,2009,1/10/2009,-0.00404199083462, 0.0230523748162
Japan,October,2009,1/10/2009,-0.000906409138813, 0.00333604028656
Luxembourg,October,2009,1/10/2009,-0.000117886560913, 0.00179330610155
Ireland,October,2009,1/10/2009,-0.00162145908612, 0.00729294253247
USA (INS/DHS),October,2009,1/10/2009,0.00820979582839, 0.0474520356513
Belgium,October,2009,1/10/2009,0.0160623053572, 0.0264810843633
Denmark,October,2009,1/10/2009,0.00222938826144, 0.0107402714027
Poland,October,2009,1/10/2009,-0.00590973490925, 0.0300719534497
Switzerland,October,2009,1/10/2009,-0.0126920491215, 0.0358190889806
Estonia,October,2009,1/10/2009,0.000400492933186, 0.0010081839045
Italy,October,2009,1/10/2009,-0.0198282204199, 0.0607694093179
Malta,October,2009,1/10/2009,-0.00181136700103, 0.00448852552317
United Kingdom of Great Britain and Northern Ireland,October,2009,1/10/2009,-0.0104982587361, 0.0371928332881
Iceland,October,2009,1/10/2009,-6.6802526641e-05, 0.000809344693534
Greece,October,2009,1/10/2009,-0.00823606875756, 0.0536827510637
Rep. of Korea,October,2009,1/10/2009,-0.000942128369301, 0.00089556314697
Canada,July,2004,1/7/2004,0.00557238327014, 0.0328964257309
Slovenia,July,2004,1/7/2004,-0.00196468511957, 0.00524405283494
Germany,July,2004,1/7/2004,0.00157764979647, 0.0351386404054
Spain,July,2004,1/7/2004,-0.00542097711655, 0.0106756089774
Netherlands,July,2004,1/7/2004,-0.00291204484542, 0.0172401340695
New Zealand,July,2004,1/7/2004,-0.000467759934012, 0.00276067970948
Hungary,July,2004,1/7/2004,-0.00223924418612, 0.00855950505728
France,July,2004,1/7/2004,0.0177151649007, 0.0499698500585
Slovakia,July,2004,1/7/2004,-0.00310061817372, 0.0256408766792
Norway,July,2004,1/7/2004,-0.00260559238531, 0.0180793900014
USA (EOIR),July,2004,1/7/2004,-0.00927602560145, 0.0197930970612
Finland,July,2004,1/7/2004,0.00156376274869, 0.00679539854115
Sweden,July,2004,1/7/2004,-0.0106522385638, 0.0311848438003
Australia,July,2004,1/7/2004,-0.000946422961629, 0.00716581941887
Bulgaria,July,2004,1/7/2004,-0.00288518209688, 0.00930525965903
Romania,July,2004,1/7/2004,-0.000421872867904, 0.00318369407643
Czech Rep.,July,2004,1/7/2004,-0.00713184245847, 0.0266867267739
Portugal,July,2004,1/7/2004,4.10553927935e-05, 0.00082436342372
Liechtenstein,July,2004,1/7/2004,0.000339932928609, 0.00118891426443
Austria,July,2004,1/7/2004,-0.00699060605146, 0.0306214551284
Japan,July,2004,1/7/2004,-0.000241014973339, 0.00144095952438
Luxembourg,July,2004,1/7/2004,4.8175081773e-05, 0.00633847729471
Ireland,July,2004,1/7/2004,-0.00172985646661, 0.00854327188856
USA (INS/DHS),July,2004,1/7/2004,0.000343053003395, 0.031715916001
Belgium,July,2004,1/7/2004,0.0015467538484, 0.0134116283027
Denmark,July,2004,1/7/2004,-0.00150165092809, 0.00741078760491
Poland,July,2004,1/7/2004,0.00291257936088, 0.020737858391
Switzerland,July,2004,1/7/2004,-0.00740604214231, 0.0196811195441
Cyprus,July,2004,1/7/2004,0.0338319198573, 0.0599507070752
Malta,July,2004,1/7/2004,0.00497419330438, 0.0234418034545
United Kingdom of Great Britain and Northern Ireland,July,2004,1/7/2004,0.00332540632716, 0.0394779903464
Iceland,July,2004,1/7/2004,0.000290578829139, 0.00204055760387
Greece,July,2004,1/7/2004,-0.00857988804552, 0.0126935736658
Canada,February,2002,1/2/2002,-0.0263927461454, 0.0684009483648
Slovenia,February,2002,1/2/2002,-0.00126447684791, 0.00412096285162
Germany,February,2002,1/2/2002,-0.0168648685162, 0.0454872655457
Spain,February,2002,1/2/2002,0.00328191712849, 0.0298501528475
Netherlands,February,2002,1/2/2002,-0.0079247546715, 0.0403106185143
New Zealand,February,2002,1/2/2002,-0.000839685165375, 0.00408922755552
Turkey,February,2002,1/2/2002,-0.00398326351093, 0.00977759060436
Hungary,February,2002,1/2/2002,-0.00478849045109, 0.0241526704885
France,February,2002,1/2/2002,0.0131077402954, 0.0222821510006
Slovakia,February,2002,1/2/2002,0.00348146832739, 0.0131154751223
Norway,February,2002,1/2/2002,0.0104809921507, 0.0203823130721
USA (EOIR),February,2002,1/2/2002,0.00200733166322, 0.0266157459859
Finland,February,2002,1/2/2002,-0.00102659299136, 0.00360699702057
Sweden,February,2002,1/2/2002,0.0149345411134, 0.0381021017353
Australia,February,2002,1/2/2002,-0.00552745745872, 0.0100635939347
Bulgaria,February,2002,1/2/2002,0.00466526959375, 0.0100429684629
Romania,February,2002,1/2/2002,-0.00137695355687, 0.00386191627848
Czech Rep.,February,2002,1/2/2002,-0.0183221154693, 0.0494065297809
Portugal,February,2002,1/2/2002,-0.000178551051376, 0.00126738037832
Cyprus,February,2002,1/2/2002,-0.00314829222868, 0.00649457803418
Liechtenstein,February,2002,1/2/2002,0.00137486512923, 0.00451251109787
Austria,February,2002,1/2/2002,0.0125993289927, 0.0453194876629
Japan,February,2002,1/2/2002,0.00130526859121, 0.00175677945295
Luxembourg,February,2002,1/2/2002,-0.000218548683964, 0.00180419847504
Ireland,February,2002,1/2/2002,0.000662475325442, 0.0139852642928
USA (INS/DHS),February,2002,1/2/2002,-0.0120584744177, 0.0274088081279
Belgium,February,2002,1/2/2002,-0.00579779190801, 0.0181432844704
Poland,February,2002,1/2/2002,-0.000765297360872, 0.0080677769217
Switzerland,February,2002,1/2/2002,0.00824616232377, 0.0214118998593
United Kingdom of Great Britain and Northern Ireland,February,2002,1/2/2002,0.037283752955, 0.0755531274295
Iceland,February,2002,1/2/2002,-0.00024529690344, 0.000342578237076
Denmark,February,2002,1/2/2002,-0.00401953588821, 0.0134562790467
Greece,February,2002,1/2/2002,0.00194184122395, 0.0102081730156
Rep. of Korea,February,2002,1/2/2002,-0.000321940310648, 0.000319867225159
Canada,November,2013,1/11/2013,-0.00184718010156, 0.0117156088228
Montenegro,November,2013,1/11/2013,-0.00435029672472, 0.0158863715326
Lithuania,November,2013,1/11/2013,-2.29848663466e-05, 0.00134766126332
Serbia and Kosovo: S/RES/1244 (1999),November,2013,1/11/2013,0.000547346707956, 0.0118883487744
Japan,November,2013,1/11/2013,-0.00110017100751, 0.00642180114321
Slovenia,November,2013,1/11/2013,-0.000496780639005, 0.00108796986441
Germany,November,2013,1/11/2013,0.0442220174851, 0.0699565313491
Spain,November,2013,1/11/2013,-0.00111251500799, 0.0118592138761
Netherlands,November,2013,1/11/2013,-0.000206352756606, 0.0137688947039
New Zealand,November,2013,1/11/2013,0.000205972506778, 0.00102499408153
Turkey,November,2013,1/11/2013,0.00703664073702, 0.044366107608
Cyprus,November,2013,1/11/2013,0.000520377013804, 0.00381635932281
France,November,2013,1/11/2013,-0.00442722090553, 0.0377133761093
Slovakia,November,2013,1/11/2013,0.000257856069293, 0.00344378470602
Norway,November,2013,1/11/2013,-0.00720930779655, 0.0204686117308
USA (EOIR),November,2013,1/11/2013,-0.000238370672565, 0.0357040092116
Finland,November,2013,1/11/2013,-0.000491414388237, 0.00468082625117
Sweden,November,2013,1/11/2013,-0.00343693039274, 0.0214947913355
Australia,November,2013,1/11/2013,-0.00927149244809, 0.0218429675322
Bulgaria,November,2013,1/11/2013,-0.000469909344752, 0.0202790247845
Romania,November,2013,1/11/2013,-0.000330426013836, 0.00244209741183
Czech Rep.,November,2013,1/11/2013,-0.000170230897194, 0.000922317767124
Portugal,November,2013,1/11/2013,-0.000102129908149, 0.00130966079897
Liechtenstein,November,2013,1/11/2013,-0.000274381324775, 0.000284887251479
Austria,November,2013,1/11/2013,-0.000734470943912, 0.0165845162745
The former Yugoslav Rep. of Macedonia,November,2013,1/11/2013,-0.00236676370604, 0.00444172833479
Hungary,November,2013,1/11/2013,-0.00768276836409, 0.0451560595288
Luxembourg,November,2013,1/11/2013,-0.00113240731998, 0.0045661868589
Ireland,November,2013,1/11/2013,0.000471869053719, 0.00336628907155
USA (INS/DHS),November,2013,1/11/2013,-0.00621688294543, 0.0304132138841
Belgium,November,2013,1/11/2013,-0.00823996131176, 0.0188374101954
Denmark,November,2013,1/11/2013,-0.000336314496021, 0.00904958728252
Poland,November,2013,1/11/2013,-0.00749024141944, 0.0351127575217
Switzerland,November,2013,1/11/2013,-0.0125189115318, 0.0376332212791
Estonia,November,2013,1/11/2013,0.000211325637191, 0.00052135659341
Italy,November,2013,1/11/2013,0.0292816110634, 0.0688474854188
Malta,November,2013,1/11/2013,0.000813796543766, 0.0185794336314
United Kingdom of Great Britain and Northern Ireland,November,2013,1/11/2013,-0.00683984080307, 0.0211725259929
Iceland,November,2013,1/11/2013,-7.77307083969e-05, 0.000819894389233
Latvia,November,2013,1/11/2013,-0.000344365280264, 0.00144256076999
Greece,November,2013,1/11/2013,-0.00143264252062, 0.0132403524482
Croatia,November,2013,1/11/2013,-0.000202025035288, 0.00866887725628
Rep. of Korea,November,2013,1/11/2013,0.00257931036999, 0.00777924034406
Canada,September,2015,1/9/2015,-3.27166180413e-05, 0.0132273905644
Montenegro,September,2015,1/9/2015,-0.0021031863286, 0.00302198379747
Lithuania,September,2015,1/9/2015,-0.00102450777766, 0.00247467143384
Serbia and Kosovo: S/RES/1244 (1999),September,2015,1/9/2015,-0.00388747115157, 0.00690247711312
Japan,September,2015,1/9/2015,0.0170931124235, 0.0712636156984
Slovenia,September,2015,1/9/2015,-0.000199092749965, 0.000919001557484
Germany,September,2015,1/9/2015,-0.0197858562405, 0.0388275922401
Spain,September,2015,1/9/2015,0.00284995056045, 0.0191945007797
Netherlands,September,2015,1/9/2015,-0.000393748098931, 0.00847183310654
New Zealand,September,2015,1/9/2015,-0.000696994469249, 0.00142719377792
Turkey,September,2015,1/9/2015,-0.0136344735352, 0.066801832912
France,September,2015,1/9/2015,0.000896888140133, 0.0344250480097
Slovakia,September,2015,1/9/2015,-0.000387587169027, 0.00124892900072
Norway,September,2015,1/9/2015,0.0029022139677, 0.0112097116673
USA (EOIR),September,2015,1/9/2015,-0.000341350601475, 0.0174835334715
Finland,September,2015,1/9/2015,0.0110193911363, 0.042879294796
Sweden,September,2015,1/9/2015,0.013208614082, 0.0284243663132
Australia,September,2015,1/9/2015,0.00653324614674, 0.0347656830902
Bulgaria,September,2015,1/9/2015,-0.00227156586278, 0.00488962753431
Romania,September,2015,1/9/2015,-0.000693576812867, 0.00105969234791
Czech Rep.,September,2015,1/9/2015,-0.000708451731263, 0.00420693291864
Portugal,September,2015,1/9/2015,-0.000404845589778, 0.00162710627618
Cyprus,September,2015,1/9/2015,0.00682474202835, 0.0393340603302
Liechtenstein,September,2015,1/9/2015,0.000435363244288, 0.00154256183378
Austria,September,2015,1/9/2015,-0.00747324973179, 0.0149981636174
Hungary,September,2015,1/9/2015,-0.0169482883155, 0.0560956672774
Luxembourg,September,2015,1/9/2015,0.00117533118274, 0.00611510270124
Ireland,September,2015,1/9/2015,0.00112696649056, 0.00465889805972
USA (INS/DHS),September,2015,1/9/2015,-0.0199850173011, 0.044510078585
Belgium,September,2015,1/9/2015,0.00275867187836, 0.01254181608
Denmark,September,2015,1/9/2015,0.00066971904888, 0.010334006836
Poland,September,2015,1/9/2015,0.00641144522587, 0.0387363399969
Croatia,September,2015,1/9/2015,-0.000531839259807, 0.000828447590556
Switzerland,September,2015,1/9/2015,-0.00226135962609, 0.0135836384797
Estonia,September,2015,1/9/2015,0.000217608755342, 0.00321473611614
Italy,September,2015,1/9/2015,0.0265648664859, 0.0616205106007
Malta,September,2015,1/9/2015,0.000314735879519, 0.00489324771016
United Kingdom of Great Britain and Northern Ireland,September,2015,1/9/2015,-0.00451371880755, 0.0201542408832
Iceland,September,2015,1/9/2015,0.000515644717262, 0.00164676051722
Latvia,September,2015,1/9/2015,-0.00185599976723, 0.00497130593863
Greece,September,2015,1/9/2015,-0.00333908000389, 0.0126139567218
Rep. of Korea,September,2015,1/9/2015,0.000900262122927, 0.0172862175264
Canada,December,2007,1/12/2007,0.0202575067194, 0.0558120696542
Lithuania,December,2007,1/12/2007,0.00308612526552, 0.00681484813504
Slovenia,December,2007,1/12/2007,-0.000513367965094, 0.00446266458034
Germany,December,2007,1/12/2007,-0.0186029204894, 0.0433016820882
Spain,December,2007,1/12/2007,-0.00390637083825, 0.0104366473391
Netherlands,December,2007,1/12/2007,-0.00421886512023, 0.0169166780402
New Zealand,December,2007,1/12/2007,0.000201772149443, 0.00157214188904
Hungary,December,2007,1/12/2007,0.0196016576145, 0.0707878360234
Cyprus,December,2007,1/12/2007,0.0208536203089, 0.0747140070427
France,December,2007,1/12/2007,-0.00832258271266, 0.0350754472934
Slovakia,December,2007,1/12/2007,-0.0152501396733, 0.0304070185984
Norway,December,2007,1/12/2007,0.0140002620452, 0.0265593734545
USA (EOIR),December,2007,1/12/2007,-0.00540114534246, 0.0110018352794
Finland,December,2007,1/12/2007,-3.75658042583e-05, 0.00507861082745
Sweden,December,2007,1/12/2007,-0.00209307842949, 0.0223697776288
Australia,December,2007,1/12/2007,-0.000773745153674, 0.0125696875698
Bulgaria,December,2007,1/12/2007,-0.00179574169148, 0.00477529640832
Romania,December,2007,1/12/2007,0.000680368355869, 0.00543570425877
Czech Rep.,December,2007,1/12/2007,0.00452044020756, 0.0301049701086
Portugal,December,2007,1/12/2007,-0.00085628364761, 0.0034333305914
Liechtenstein,December,2007,1/12/2007,-0.000298555830787, 0.000247388868857
Austria,December,2007,1/12/2007,-0.00172729482075, 0.0135307868029
Japan,December,2007,1/12/2007,0.00107938621352, 0.00409717746454
Luxembourg,December,2007,1/12/2007,-0.000382352874803, 0.00069776274028
Ireland,December,2007,1/12/2007,-0.00130410752064, 0.00791917898952
USA (INS/DHS),December,2007,1/12/2007,-0.00677846833614, 0.0396513805334
Belgium,December,2007,1/12/2007,-0.000201149721356, 0.0143750152522
Poland,December,2007,1/12/2007,0.0123757093682, 0.0645335317492
Switzerland,December,2007,1/12/2007,-0.000785712810388, 0.0195490075017
Malta,December,2007,1/12/2007,0.00356083380227, 0.0130286056659
United Kingdom of Great Britain and Northern Ireland,December,2007,1/12/2007,0.00452589097664, 0.0315099613747
Iceland,December,2007,1/12/2007,-4.44930377854e-05, 0.000610030493796
Denmark,December,2007,1/12/2007,0.00174725115381, 0.00768265172701
Greece,December,2007,1/12/2007,-0.022875025959, 0.0569756205376
Rep. of Korea,December,2007,1/12/2007,0.00171157522592, 0.00517349051645
Canada,May,2013,1/5/2013,-0.00879864668286, 0.0145742173217
Montenegro,May,2013,1/5/2013,-0.00230846888397, 0.0157307038614
Lithuania,May,2013,1/5/2013,-0.00144731779216, 0.00322226154997
Serbia and Kosovo: S/RES/1244 (1999),May,2013,1/5/2013,0.00513772970574, 0.0190618688194
Slovenia,May,2013,1/5/2013,-0.000110776068452, 0.00178343721074
Germany,May,2013,1/5/2013,0.00856514072591, 0.0459858694841
Spain,May,2013,1/5/2013,0.00479726653378, 0.0304751789102
Netherlands,May,2013,1/5/2013,-0.00103554018069, 0.0118132690638
New Zealand,May,2013,1/5/2013,-0.000502919767264, 0.000713291426453
Turkey,May,2013,1/5/2013,0.0125213824669, 0.05465677028
Hungary,May,2013,1/5/2013,0.0369155924114, 0.050975992484
Cyprus,May,2013,1/5/2013,-0.00226961783691, 0.00493615825902
France,May,2013,1/5/2013,0.00366551165931, 0.058619006373
Slovakia,May,2013,1/5/2013,-0.000675346796117, 0.00189155026858
Norway,May,2013,1/5/2013,-0.00186769334479, 0.0112836183201
USA (EOIR),May,2013,1/5/2013,0.00890251309175, 0.0392856184764
Finland,May,2013,1/5/2013,-0.00116473968753, 0.00620443867285
Sweden,May,2013,1/5/2013,-0.0145642605957, 0.0281419592848
Australia,May,2013,1/5/2013,-0.00766086179478, 0.0353176359088
Bulgaria,May,2013,1/5/2013,0.00471552040171, 0.0117120179983
Romania,May,2013,1/5/2013,-0.0029323102754, 0.0108111051457
Czech Rep.,May,2013,1/5/2013,0.000110704630894, 0.00105807885858
Portugal,May,2013,1/5/2013,-0.000108703626763, 0.00171632186751
Liechtenstein,May,2013,1/5/2013,0.000538539989971, 0.00286860112973
Austria,May,2013,1/5/2013,0.00020226379493, 0.015845498365
The former Yugoslav Rep. of Macedonia,May,2013,1/5/2013,0.00127561509368, 0.00363230590132
Japan,May,2013,1/5/2013,0.00389757876023, 0.0192470296783
Luxembourg,May,2013,1/5/2013,-0.000281455616079, 0.00383646521218
Ireland,May,2013,1/5/2013,5.22139388854e-05, 0.00230540797764
USA (INS/DHS),May,2013,1/5/2013,-0.000983411460523, 0.0291497381663
Belgium,May,2013,1/5/2013,-0.00898350398566, 0.0216923341534
Poland,May,2013,1/5/2013,-0.000723858037023, 0.0432071884301
Switzerland,May,2013,1/5/2013,-0.0132455503258, 0.0282293043843
Estonia,May,2013,1/5/2013,0.000272730246968, 0.00138466770726
Italy,May,2013,1/5/2013,-0.0049482488153, 0.0363984772957
Malta,May,2013,1/5/2013,-0.00346400152788, 0.00807906485393
United Kingdom of Great Britain and Northern Ireland,May,2013,1/5/2013,0.000586180151892, 0.0272620661201
Iceland,May,2013,1/5/2013,0.000437577374184, 0.00241163190835
Denmark,May,2013,1/5/2013,0.000775580680159, 0.00891777946839
Latvia,May,2013,1/5/2013,0.000103335023832, 0.000577303377787
Greece,May,2013,1/5/2013,-0.0106636713487, 0.0207988478474
Croatia,May,2013,1/5/2013,-0.00177665292571, 0.00612648507751
Rep. of Korea,May,2013,1/5/2013,0.00118330947749, 0.00497805466846
Canada,September,2002,1/9/2002,0.00190078875899, 0.0439880823795
Slovenia,September,2002,1/9/2002,0.000547197237811, 0.00377292674862
Germany,September,2002,1/9/2002,-0.0102812634579, 0.0381295594851
Spain,September,2002,1/9/2002,-0.00167915808593, 0.0176337854059
Netherlands,September,2002,1/9/2002,-0.01642194275, 0.0365435618636
New Zealand,September,2002,1/9/2002,-0.000350554076155, 0.0015036772237
Turkey,September,2002,1/9/2002,0.00328770880053, 0.00779747577566
Hungary,September,2002,1/9/2002,-0.00213381928805, 0.0205351875292
Cyprus,September,2002,1/9/2002,-0.00049989072634, 0.00300771163322
France,September,2002,1/9/2002,-0.00676815569259, 0.0281201715603
Slovakia,September,2002,1/9/2002,0.0124418065631, 0.0332329118276
Norway,September,2002,1/9/2002,0.000829269601701, 0.0197017905617
USA (EOIR),September,2002,1/9/2002,-0.00215862375342, 0.0136986226325
Finland,September,2002,1/9/2002,0.000599499500302, 0.00433426099123
Sweden,September,2002,1/9/2002,0.00855112015664, 0.024734446041
Australia,September,2002,1/9/2002,-0.000954441554289, 0.00825939315349
Bulgaria,September,2002,1/9/2002,-0.00215992262929, 0.0117001367155
Romania,September,2002,1/9/2002,-0.000947578968158, 0.00345309719509
Czech Rep.,September,2002,1/9/2002,-0.0194306258872, 0.0505477611976
Portugal,September,2002,1/9/2002,0.000440601982672, 0.00278307431522
Liechtenstein,September,2002,1/9/2002,0.00110137418631, 0.00236614025044
Austria,September,2002,1/9/2002,0.0200188878133, 0.05919217767
Japan,September,2002,1/9/2002,-3.90290757502e-05, 0.00117027262358
Luxembourg,September,2002,1/9/2002,0.00109999493574, 0.00385763147247
Ireland,September,2002,1/9/2002,0.00243963117773, 0.00753165136783
USA (INS/DHS),September,2002,1/9/2002,-0.0231997165157, 0.0531944924317
Belgium,September,2002,1/9/2002,0.0018579077271, 0.0193839230118
Denmark,September,2002,1/9/2002,-0.00317316539948, 0.00773113348886
Poland,September,2002,1/9/2002,7.15804838882e-05, 0.0129082680409
Switzerland,September,2002,1/9/2002,0.00891047854215, 0.028337102732
United Kingdom of Great Britain and Northern Ireland,September,2002,1/9/2002,0.0281797364832, 0.0577321283322
Iceland,September,2002,1/9/2002,-0.000458253153974, 0.000435911945735
Greece,September,2002,1/9/2002,0.00202428561306, 0.0102460118733
Canada,March,2008,1/3/2008,0.00486193455857, 0.04137069516
Lithuania,March,2008,1/3/2008,0.000678407277045, 0.00321962318498
Slovenia,March,2008,1/3/2008,-0.00139788135516, 0.0031029303744
Germany,March,2008,1/3/2008,-0.00817003652104, 0.026754325349
Spain,March,2008,1/3/2008,-0.00964884766545, 0.0307011382539
Netherlands,March,2008,1/3/2008,0.00533711613905, 0.0278409240683
New Zealand,March,2008,1/3/2008,0.000197443505692, 0.00183822365897
Hungary,March,2008,1/3/2008,0.00125993017629, 0.011478133997
France,March,2008,1/3/2008,-0.00440242352012, 0.0510561536801
Slovakia,March,2008,1/3/2008,-0.0085441574773, 0.0230274384792
Norway,March,2008,1/3/2008,0.00824253888657, 0.0155522643341
USA (EOIR),March,2008,1/3/2008,0.000457242562899, 0.0187714947104
Finland,March,2008,1/3/2008,0.000845532135862, 0.00337404920372
Sweden,March,2008,1/3/2008,-0.0137494400198, 0.047015592668
Australia,March,2008,1/3/2008,-0.00177532541814, 0.00601580236978
Bulgaria,March,2008,1/3/2008,-2.76414772703e-05, 0.00317821233304
Romania,March,2008,1/3/2008,0.00495859250297, 0.0224262731078
Czech Rep.,March,2008,1/3/2008,0.000818831945747, 0.0103489640932
Portugal,March,2008,1/3/2008,-0.000508775438105, 0.00104157325343
Liechtenstein,March,2008,1/3/2008,-0.000209537622412, 0.000140253804507
Austria,March,2008,1/3/2008,-0.00352125849954, 0.0122481299124
Japan,March,2008,1/3/2008,0.00191171951267, 0.00497942335283
Luxembourg,March,2008,1/3/2008,-0.000622567096526, 0.00222711126441
Ireland,March,2008,1/3/2008,-0.00283380893418, 0.0128470231059
USA (INS/DHS),March,2008,1/3/2008,-0.0116618623335, 0.0366500754116
Belgium,March,2008,1/3/2008,-0.000655746524927, 0.0134148720636
Poland,March,2008,1/3/2008,-0.000256296976964, 0.00263117551384
Switzerland,March,2008,1/3/2008,0.00183959694041, 0.0170670778864
Cyprus,March,2008,1/3/2008,-0.00217090666921, 0.0105810620414
Italy,March,2008,1/3/2008,0.0640921187862, 0.0814103254962
Malta,March,2008,1/3/2008,0.00218889966587, 0.0236476291273
United Kingdom of Great Britain and Northern Ireland,March,2008,1/3/2008,-0.0067607926308, 0.0266340247717
Iceland,March,2008,1/3/2008,-7.98356904756e-05, 0.000575682676164
Denmark,March,2008,1/3/2008,-0.00026515294417, 0.00259117951696
Greece,March,2008,1/3/2008,-0.0188805574755, 0.0425999854564
Rep. of Korea,March,2008,1/3/2008,-0.000935460136146, 0.00427645801742
Canada,April,2000,1/4/2000,-0.0241117976348, 0.0532244874619
Slovenia,April,2000,1/4/2000,0.00131213379079, 0.0100389045583
Germany,April,2000,1/4/2000,-0.0292085134074, 0.0383475159731
Spain,April,2000,1/4/2000,0.00189604532339, 0.0274719772491
Netherlands,April,2000,1/4/2000,5.33934140231e-05, 0.0515055923447
Turkey,April,2000,1/4/2000,-0.0067320251443, 0.0195817457828
Hungary,April,2000,1/4/2000,0.00064080976083, 0.0287889336731
France,April,2000,1/4/2000,-0.000922280966638, 0.02849569675
Slovakia,April,2000,1/4/2000,0.00416411524714, 0.00794719713628
Norway,April,2000,1/4/2000,-0.00476979222141, 0.0175061624058
USA (EOIR),April,2000,1/4/2000,-0.00832784340508, 0.045216876322
Finland,April,2000,1/4/2000,-0.00177153412296, 0.00382403907786
Sweden,April,2000,1/4/2000,-0.00022656550677, 0.017789037699
Australia,April,2000,1/4/2000,0.00557559404282, 0.018940133948
Bulgaria,April,2000,1/4/2000,0.00136825436188, 0.0107586343041
Romania,April,2000,1/4/2000,-0.00303230672032, 0.0183042714732
Czech Rep.,April,2000,1/4/2000,0.010431916017, 0.0482290326317
Portugal,April,2000,1/4/2000,-0.000378629893722, 0.00250903029254
Liechtenstein,April,2000,1/4/2000,-0.00113685525064, 0.000878697369013
Austria,April,2000,1/4/2000,-0.00333353290984, 0.0266154772133
Luxembourg,April,2000,1/4/2000,2.41079097552e-05, 0.00433663667881
Ireland,April,2000,1/4/2000,0.0026352246642, 0.0166038282747
USA (INS/DHS),April,2000,1/4/2000,0.0802905968529, 0.0993259810673
Belgium,April,2000,1/4/2000,-0.00201881061724, 0.0563780674628
Poland,April,2000,1/4/2000,0.00180529479946, 0.0153726498044
Switzerland,April,2000,1/4/2000,-0.0173632675996, 0.0327685861111
United Kingdom of Great Britain and Northern Ireland,April,2000,1/4/2000,-0.0076091771547, 0.0752871740527
Denmark,April,2000,1/4/2000,0.000728796316106, 0.00865030508314
Greece,April,2000,1/4/2000,-0.00147080336159, 0.00550280491094
Canada,May,2000,1/5/2000,-0.00815568232749, 0.0364380157868
Slovenia,May,2000,1/5/2000,0.00288508105508, 0.0117667322567
Germany,May,2000,1/5/2000,-0.0170351741361, 0.0301538282337
Spain,May,2000,1/5/2000,-0.00328736854157, 0.0213042739745
Netherlands,May,2000,1/5/2000,-0.01235642799, 0.0416604380398
Hungary,May,2000,1/5/2000,0.000538395293675, 0.015232542332
France,May,2000,1/5/2000,-0.00607182303012, 0.0313257347182
Slovakia,May,2000,1/5/2000,-0.00283496654329, 0.00444091744956
Norway,May,2000,1/5/2000,0.00153544813058, 0.0456350265684
USA (EOIR),May,2000,1/5/2000,-0.00594582910696, 0.0332448007587
Finland,May,2000,1/5/2000,-0.00115057260176, 0.00361876440868
Sweden,May,2000,1/5/2000,0.000414613512414, 0.0266635547508
Australia,May,2000,1/5/2000,0.00447493456526, 0.0182137276954
Bulgaria,May,2000,1/5/2000,-0.00040206965681, 0.00429107743396
Romania,May,2000,1/5/2000,0.00164608025835, 0.0112363360207
Czech Rep.,May,2000,1/5/2000,0.00297966118771, 0.0350189858136
Portugal,May,2000,1/5/2000,-0.000843739053653, 0.00129017299268
Liechtenstein,May,2000,1/5/2000,-0.00085830399121, 0.00074863376016
Austria,May,2000,1/5/2000,-0.00377808804472, 0.0285742246233
Luxembourg,May,2000,1/5/2000,-0.00269550953259, 0.00513484581075
Ireland,May,2000,1/5/2000,-0.00143341787631, 0.0137174522953
USA (INS/DHS),May,2000,1/5/2000,0.0581464797801, 0.0727118519963
Belgium,May,2000,1/5/2000,0.0020492487955, 0.050869218249
Poland,May,2000,1/5/2000,0.00169283377825, 0.00731326093204
Switzerland,May,2000,1/5/2000,-0.005602465962, 0.0291116947186
United Kingdom of Great Britain and Northern Ireland,May,2000,1/5/2000,-0.016464278197, 0.0690575237922
Denmark,May,2000,1/5/2000,0.00384698560483, 0.0129338637589
Greece,May,2000,1/5/2000,0.00427295462125, 0.0332174928228
Canada,January,2009,1/1/2009,0.00324900937957, 0.0350603829662
Lithuania,January,2009,1/1/2009,0.000168510172738, 0.00158652482945
Slovenia,January,2009,1/1/2009,-0.000928054912497, 0.00254471542876
